Node,Δ Accuracy,Δ AUC,Δ Precision,Δ Recall,Δ F1,Δ Val Loss
82,-0.019644912049975146,-0.012608126537717852,-0.011844053982101239,-0.021923596119511966,-0.01595320901981801,5.0043774688977125
59,-0.007808647049153474,-0.006392865631944872,-0.010090624790842365,0.0082611501371662,-0.0006778042106085526,5.003545965823256
29,2.0587400489514658e-16,-0.003310804469823693,0.0033496729731822567,-0.0058447295366280995,-0.0019352151477038857,5.003109661932031
12,-0.003945421666940558,0.004472461933444162,-0.000740098461593978,-0.010243303245909136,-0.006058642238905231,5.00221152935637
84,2.0587400489514658e-16,0.0010321475579370748,0.003112021536058752,-0.009974215179842625,-0.0041976270749154955,5.001666125685024
70,-0.0038632253822127108,0.0012473530101606042,0.0008356816952437018,-0.015805383248950273,-0.008591865051676454,5.0015659911541395
23,-0.0040276179516684045,0.002447661081431016,-0.0009605633841839053,-0.017607818738251436,-0.008983731946665225,5.0009231385727535
13,-0.011754068716093826,-0.0068102642450151634,-0.00608112119740779,-0.0054149700118763,-0.006069595267415946,5.000133414527589
18,2.0587400489514658e-16,-0.008284779415758966,0.0016537322283478213,-0.005098510725467733,-0.0020679876444774717,4.999202656297526
30,-0.003945421666940763,-0.0018859925160603498,-0.0017041651424479461,-0.004791818700985807,-0.002048000954935193,4.99872672829807
62,-0.003945421666940558,-0.0059052854750670965,-0.004079681364701552,-0.006231513108905112,-0.004921015869866902,4.996141761500215
32,-0.01972710833470299,-0.005478144452739544,-0.017013970198652792,-0.014247504971724228,-0.016570934690972244,4.994454080204124
53,-0.02745355909912862,-0.00576094740026119,-0.022771980535383807,-0.025128122058316642,-0.023450670356650636,4.994355059054106
65,8.219628472805266e-05,-0.0003923120174076042,-0.0028914272022739647,-0.004829422659401597,-0.0023472479677458372,4.993681889589677
49,0.0038632253822129163,0.0036243071485372526,0.0041010153035513815,-0.005608361798014806,0.00012904027608735905,4.990708623961919
98,-0.02761795166858452,-0.0052481134190741005,-0.017298974044117836,-0.028971652325446073,-0.023877385139531176,4.989999222812242
20,-0.0197271083347032,-3.281872139066482e-07,-0.009926431615684274,-0.023169898741293136,-0.018152257343685734,4.989409675291362
74,0.0038632253822129163,0.0056416045594964446,0.01118349674216437,-0.01180227094850394,0.00019776979839732805,4.989133691425672
73,-0.023590333716915702,-0.004337072548182808,-0.01719990566626482,-0.020394042901871683,-0.019944238827503194,4.988370633908027
71,0.004027617951668816,-0.001216798177984524,0.010687664496318373,-0.01634464880645187,-0.003042276565680957,4.9871749872181805
50,0.011918461285549931,0.005203046577922379,0.008855464318945978,0.011763089201623337,0.011108283322458033,4.983562851291191
69,-0.011836265000822084,-0.002921661374229387,-0.0022215053432321644,-0.02235335564426395,-0.012969318572213276,4.983389243493014
43,-0.015617294098306742,0.002801922642368122,-0.008209284745021613,-0.029047348605374078,-0.019163476456013663,4.983144945969432
95,0.011836265000822084,-0.00369067993540418,0.009812143796185408,-0.004711727153191095,0.004276280340657042,4.9828060456466785
97,0.01569949038303459,0.0009998274013342022,0.014300863146371906,0.006231513108905298,0.011022282163411836,4.982683574828121
0,-0.0197271083347032,-0.005465976536272226,-0.009127805809855559,-0.02191920085164507,-0.01626124844972116,4.9826128152958375
100,-0.011918461285549931,-0.000813111758215981,-0.0050614103393287,-0.010277112998730553,-0.008143301465823165,4.982121659586335
2,-0.01175406871609403,-0.0034449920968081626,-0.0015115522143742824,-0.03422595087863671,-0.018889803456660317,4.9794189464062955
96,0.015863882952490693,0.005950430767219788,0.0114331699297929,0.012033266693058424,0.011781276119173975,4.97883181132029
1,-0.007808647049153268,-0.0021160263374562335,-0.00341391203876515,-0.018420567629686066,-0.010076957951653184,4.978495553848951
99,0.011836265000822084,0.0043824556458016955,0.011781356325152054,0.008336846417094017,0.008331048482309103,4.976610433570906
38,-0.0038632253822127108,0.006700226869603826,-0.0028181907486120646,-0.004745536906012327,-0.0017590569154689315,4.976534459877373
87,-0.01964491204997535,0.0017741043449553478,-0.014130307039127613,-0.022469961725105878,-0.019099342071899925,4.973917705197412
81,-0.003945421666940558,0.0004800150652988336,0.004476195577008797,-0.01599877503508878,-0.008836920569064098,4.973423910494712
40,0.0,0.000861343570197774,0.0024939729030765043,-0.007174429548702116,-0.003130978388416614,4.972833606941987
5,-0.007808647049153268,-0.0026422197278700354,-0.006428503750818346,-0.006623668675241308,-0.004841897759508299,4.971070022357417
66,0.003945421666940763,-0.007206126580985571,0.0070554708304757605,0.00011330023834379383,0.0035734682031337748,4.9693972820068595
52,-0.023672530001643755,-0.0024387048270411403,-0.017680424189276758,-0.016315234321497344,-0.016405522376210777,4.967975729424078
79,0.0038632253822129163,-0.007120921048961838,0.0020084509644317703,0.005291902511606239,0.0044277354779332315,4.96768371180917
92,2.0587400489514658e-16,0.004810331673232879,0.0045483779149338285,-0.01070687252348254,-0.003905166250012528,4.967328392154373
28,0.012000657570277778,0.007075343130645859,0.005337941614436756,0.010554390538258141,0.009427054849041279,4.966414059537178
26,0.007973039618609373,0.0038358832643886186,0.006781858760968593,-0.000585547352474703,0.004533903852458417,4.964943237832237
90,-0.007890843333881115,-0.007727920971299728,-0.005278838760134245,-0.016428534559840953,-0.011128985768976727,4.964447198033781
54,-0.027453559099128413,0.001485297325744115,-0.014876272932409252,-0.01604614625543102,-0.017297495893614595,4.963364298129807
25,0.00789084333388132,0.007934436266823986,0.00770053641892958,0.0010562166781407983,0.0047922033108872145,4.962641677877838
4,-0.011918461285549931,-0.001884472498966119,-0.0013134456934148723,-0.028155109228417078,-0.014036442897110714,4.958829093257493
19,2.0587400489514658e-16,0.011322999041604612,0.006067547671194665,-0.00911139028784052,-0.002680297459146706,4.957652412804031
47,0.015863882952490693,0.009770966092417633,0.017153094729994295,-0.006817060461379814,0.0044179638817231125,4.957614634061924
80,0.0038632253822129163,0.002465101817270037,0.003340069613758558,0.00027348333393321814,0.0019330979517601014,4.956456414986173
35,-0.0197271083347032,-0.0031496818539319318,-0.010647478230803633,-0.021846810414215198,-0.01758584866446618,4.956140973902738
14,8.219628472805266e-05,0.0018893654256663586,0.002103632942640123,-0.012812205831671445,-0.004739241756772745,4.955047532023246
51,0.00789084333388132,0.005494935208334438,0.004193941070269975,0.003889812062102725,0.005736238168271092,4.953872219892318
41,-0.007890843333881115,0.007459488703143861,0.004309975830058891,-0.02332568656901548,-0.010264957558619305,4.952067621641811
27,8.219628472805266e-05,0.0037562585561510325,-0.003736824732332333,8.38857533890832e-05,0.00024374366573634356,4.950340544560423
72,-0.00789084333388132,0.005252816969024536,-0.0062719616164221255,-0.01324636062429014,-0.00844941558514442,4.950066745165582
6,-0.007726450764425215,0.0026821612493126284,-0.0062097589108336855,-0.005069096240513397,-0.006304730795056087,4.9498384420912025
61,-0.007973039618609167,0.0033556238494024723,-0.001146507754829336,-0.029527785192966255,-0.015042306709912684,4.945368974603709
94,0.007973039618609373,0.00656254611050706,0.008425368470800469,-0.005608361798014619,0.0014542274384265527,4.944132954712597
15,-0.0077264507644254216,0.0041626266820612955,-0.004518701639857721,-0.01126300539100272,-0.008040053307080275,4.943575088808248
58,0.015781686667762848,0.007459720088494285,0.009601405729174912,0.011093656095759364,0.01166116128594858,4.943191640031212
7,0.00789084333388132,0.0007911738126558853,0.004235837127978397,-0.001879221194597557,0.0027279050009997113,4.942951326584307
48,0.00789084333388132,0.0059344628978543175,0.009288443652758301,0.000740846817101181,0.0054329851583822175,4.941790341313704
85,0.004027617951668816,0.003857599404759737,0.0034139582512729616,-0.006547972395313491,-0.0009075238670610091,4.9411632174727265
42,-0.0038632253822127108,0.0020401530644895693,0.0023819624071854508,-0.003692626070369848,-0.0007506964534796588,4.940699924757948
57,-0.011836265000821673,-0.0007180181658794282,-0.00738082313191674,-0.010870849824666335,-0.009755678926836658,4.939155642108091
16,0.003945421666940558,0.006715518113206576,0.0025664834649437567,0.0011319129580688026,0.0029179824607184403,4.934795843921981
9,0.015699490383034795,0.014975204824375123,0.016255566907891816,-0.004126179800716392,0.006655093353873752,4.933470191637128
37,-0.011671872431366184,0.009315159006018746,-0.0058919397441695555,-0.006357886451673117,-0.0061973518177966406,4.9319557094070685
33,0.0078086470491536795,0.012150693368944933,0.003607303488845107,-0.0016428534559840766,0.0026564246544305585,4.9305874847350335
34,-0.0038632253822127108,-0.0002743708772612951,-0.0019756002494303736,-0.003965508342030542,-0.0035039830997678793,4.9282439142580845
17,-0.01569949038303459,-0.002003258238151642,-0.010234128088092286,-0.009304782073978838,-0.010467082605608694,4.922628129678274
103,0.01569949038303459,0.013701994134100661,0.015439872909101707,0.012461936792441649,0.015113864422914985,4.920709405851323
46,-0.003945421666940558,0.012451439531034588,0.002357892842049147,-0.005178602273262446,-0.002424847182203117,4.919394625674102
36,0.011918461285550342,0.011128140344582378,0.01196729330224707,0.007637998826275894,0.007880605150680441,4.919170960779434
67,2.0587400489514658e-16,0.01042672504680717,0.0035649897068014635,-0.0033390511886419176,-0.00033500784977988227,4.917395800096506
75,-0.011754068716093826,0.0022651526406895334,-0.0035789038278754384,-0.017178059213499637,-0.011952624227825196,4.91053905064254
56,0.0038632253822131223,0.012866639626707015,0.008288176872616397,-0.022546747430402456,-0.006566221459779343,4.909908372452931
101,0.015863882952490693,0.014275532799244229,0.018160192861305168,-0.005684058077942623,0.005279436956580161,4.894483950565392
